309;326000045;Камаз [о 773 са 89];;
310;326000240;Камаз [о 774 са 89];;
311;326000033;Камаз [о 779 са 89];;
312;326000046;Камаз [о 780 са 89];;
313;303000279;Камаз [о 806 тм 47];;
314;216003078;Камаз [о 823 тр 163];;
315;326001722;Камаз [с 297 хн 163];;
316;326001674;Камаз [с 322 кх 163];;
317;326002094;Камаз [с 337 кх 163];;
318;326002093;Камаз [с 338 кх 163];;
319;326001918;Камаз [с 341 кх 163];;
320;326001839;Камаз [с 342 кх 163];;
321;326004096;Камаз [с 448 во 163];;
322;326000067;Камаз [с 449 во 163];;
323;326002648;Камаз [с 451 во 163];;
324;326001641;Камаз [с 452 во 163];;
325;326001740;Камаз [с 516 кх 163];;
326;326001635;Камаз [с 518 кх 163];;
327;326001757;Камаз [с 519 кх 163];;
328;326002690;Камаз [с 521 кх 163];;
329;326001592;Камаз [с 697 кх 163];;
330;326003027;Камаз [с 698 кх 163];;
331;326001752;Камаз [с 699 кх 163];;
332;326001884;Камаз [с 700 рк 163];;
333;326003333;Камаз [у 027 вн 163];;
334;326001638;Камаз [у 028 вн 163];;
335;326001791;Камаз [у 050 вн 163];;
336;326003186;Камаз [у 056 вн 163];;
337;326000241;Камаз [у 087 вн 163];;
338;326001738;Камаз [у 246 вн 163];;
339;326001873;Камаз [у 264 вн 163];;
340;326001919;Камаз [у 280 вн 163];;
341;326001739;Камаз [у 301 вн 163];;
342;326001882;Камаз [у 304 вн 163];;
343;326002114;Камаз [у 359 уе 163] (Борт№46);инв № 110137;
344;326001875;Камаз [у 397 уе 163];;
345;326000239;Камаз [х 404 су 163];;
346;326006350;Камаз АГП [в 444 ре 763] (№1619);;
347;326006614;Камаз АГП [в 505 ре 763] (№1704);;
348;326006439;Камаз АТЗ [в 137 ре 763];;
349;326007703;Камаз АТЗ [в 212 тх 763];;
350;326007702;Камаз АТЗ [в 276 тх 763];;
351;326006440;Камаз АТЗ [в 569 ре 763];;
352;326002458;Камаз АТЗ [в 786 мт 89] - 11 054 л.;в786мт89;
353;216001628;Камаз АТЗ [у 361 уе 163] - 11 225 л.;361;
354;326006363;Камаз КДМ (№8579) [в 880 он 763];;
355;326006568;Камаз КМУ [в 281 рм 763] (№3970);;
356;326006569;Камаз КМУ [в 493 рм 763] (№9671);;
357;326001605;Кран-манипулятор Камаз-6586 [а 401 кв 763];;
358;326001582;Легковая Тойота Л-Круизер [о 777 ам 163];;
359;326002384;Легковая УАЗ-Патриот [о 003 ос 163];;
360;326002436;Легковая УАЗ-Патриот [о 005 ос 163];;
361;326004848;Легковая УАЗ-Патриот [о 010 ат 163];;
362;326002432;Легковая УАЗ-Патриот [х 004 св 63];х004св63;
363;326000054;Легковая УАЗ-Патриот [х 405 су 163];;
364;326002740;Легковой автомобиль Тойота Ланд Крузер 200 [О 008 ХХ 63];;
365;326004851;М/автобус УАЗ-2206 [е 216 вн 82];;
366;326002387;М/автобус УАЗ-220694 [а 036 са 163];;
367;326002666;М/автобус УАЗ-220694 [в 557 нм 163];;
368;217003313;М/автобус УАЗ-220694 [с 600 ха 163];;
369;217003169;М/автобус УАЗ-220694 [с 974 кн 163];;
370;326002457;М/автобус УАЗ-220695-04 [с 375 вр 163];;
371;326000052;М/автобус Уаз-2206 [х 396 су 163];;
372;217003119;МАЗ [о 082 ет 163];;
373;326002745;МЗКТ 7401 Волат [в 327 нк 89];113526;
374;216003142;МЗКТ 7429 Волат [2245 св 63];109540;
375;326001823;МЗКТ 7429 Волат [в 733 мт 89];112624;
376;326007756;МЗКТ [1673 ак 63];;
377;326003028;МЗЦ-75 (ДТ-75) (Bara) [8537 св 63];Инв№109563 (Борт№47);
378;326002660;МКСМ-900 [4404 се 63];;
379;326003334;МТЗ-82 [1290 се 63];инв 110459;
380;326003332;МТЗ-82 [1291 се 63];Сабетта инв 110460;
381;326003335;МТЗ-82 [7668 се 63];инв 111257;
382;203028654;Маз [в 800 вс 163];;
383;326007479;Маз [м 533 не 163];;
384;326004345;Маз [н 002 хе 163];;
385;203020406;Маз [н 008 хе 163];;
386;203020407;Маз [н 308 ва 163];;
387;326004231;Маз [о 084 ет 163];;
388;326002739;Маз [о 522 хе 163];;
389;203020411;Маз [р 376 то 163];;
390;203020405;Маз [р 907 на 63];;
391;203031007;Маз-MAN [к 632 но 63];;
392;203020415;Маз-Ман [о 004 ет 163];;
393;326001642;НЕФАЗ [ах 3855 63];;
394;326002737;НИВА [а 320 тв 89];;
395;326000032;П/моечная Зил МДК-4329 [р 176 ум 163];;
396;326002645;ПАЗ [а 012 ум 163];;
397;326001967;ПАЗ [а 520 ва 763];;
398;326001696;ПАЗ [а 524 ва 763];;
399;203031053;ПАЗ [р 300 та 163];;
400;216007493;ПАЗ [с 457 вр 163];;
401;326001706;ПАЗ [х 791 хм 163];;
402;326001694;ПАЗ [х 806 хм 163];;
403;326001777;ПАЗ [х 946 хм 163];;
404;326002456;ППУА Урал [а 923 тс 763];а923тс163;
405;216003148;ПТК-764 [9878 са 63];108696;
406;303000211;Паз [а 378 тс 763];;
407;303000212;Паз [а 479 ое 763];;
408;216001641;Парм УРАЛ-4320 [х 086 ос 63];;
409;326003247;Парогениратор Bativar [110985];40402290;
410;326002185;Передвижная мастерская ГАЗ 3034L6 [С 380 КН 163];;
411;326003014;Пескоструйка НВ10/8М2 [100813];(Борт№36);
412;326003223;Пескоструйка НВ10/8М2 [102872];;
413;326002476;Плетевоз УРАЛ-596012 [в 697 ав 163];в697ав163;
414;217003385;Плетевоз УРАЛ-596012 [е 009 оу 163];;
415;217003400;Плетевоз УРАЛ-596012 [р 670 сх 163];;
416;217003402;Плетевоз УРАЛ-596012 [с 282 кх 163];;
417;326004342;РДК-25 (инв.101013);101013;
418;326001585;РДК-25 [4580 ср 63];;
419;326003183;Сat 320DL [6651 су 63];инв 109134;
420;326000126;Самосвал Iveco-АМТ 6539 [х 298 то 163];298;
421;326001627;Самосвал Volvo [М 411 НХ 163];;
422;326002393;Самосвал ВОЛЬВО FM-Truck [у 685 ак 163];;
423;326000087;Самосвал ИВЕКО-АМТ 6539 [а 745 ва 763];745;
424;326000237;Самосвал ИВЕКО-АМТ 6539 [о 846 хе 163];846;
425;326001475;Самосвал ИВЕКО-АМТ 6539 [о 858 хе 163];;
426;326000117;Самосвал ИВЕКО-АМТ 653901 [о 836 хе 163];;
427;326000331;Самосвал ИВЕКО-АМТ 653901 [о 837 хе 163];837;
428;326000093;Самосвал ИВЕКО-АМТ 653901 [о 840 хе 163];840;
429;326002394;Самосвал КАМАЗ 65222 [О 783 СА 89];;
430;326002466;Самосвал Камаз-6522 [н 602 ва 163];;
431;326002274;Самосвал Камаз-6522 [н 605 ва 163];н605ва163;
432;216003087;Самосвал Камаз-6522 [о 549 ам 163];;
433;217003320;Самосвал Камаз-65222 [р 254 ах 163];;
434;326002465;Самосвал Камаз-65222 [с 335 кх 163];;
435;326002624;Сед.тягач УРАЛ-44202-0311-60 [В 740 МТ 89];;
436;326002689;Сед.тягач УРАЛ-44202-3511-82 [В 656 МТ 89];;
437;217003261;Сед.тягач УРАЛ-442020 [к 160 ке 163];;
438;326002731;Сед.тягач УРАЛ-44202031141 [С 530 КХ 163];;
439;326003084;Сед.тягач с а/кр УРАЛ-4320(УЗСТ483Т) [Е 472 ТР 82];;
440;203020409;Седельный тягач МАЗ-МАН 6423 [с 222 ме 163];;
441;216003088;Седельный тягач УРАЛ-442020 [н 968 ва 163];;
442;326001598;Седельный тягач Урал-4420 [а 931 сх 763];;
443;326008730;Слэнакс инв [113813];;
444;326007881;Слэнакс [113814];119814;
445;326008753;Слэнакс инв [112196];;
446;326008752;Слэнакс инв [113279];;
447;326008732;Слэнакс инв [113836];;
448;326008795;Слэнакс инв [113837];;
449;326008769;Слэнакс инв [114183];;
450;326008656;Слэнакс инв [114184];;
451;326008733;Слэнакс инв [114266];;
452;326008814;Слэнакс инв [114276];;
453;326008731;Слэнакс инв [114277];;
454;326002598;Т-170М1Б01 [3901 ср 63];100968;
